target_pref_name,target_chembl_id,accession,TDL
Small conductance calcium-activated potassium channel protein 1,CHEMBL2369,Q92952,Tchem
Small conductance calcium-activated potassium channel protein 2,CHEMBL4469,Q9H2S1,Tchem
Small conductance calcium-activated potassium channel protein 3,CHEMBL3381,Q9UGI6,Tchem
Small ubiquitin-related modifier 1,CHEMBL2146296,P63165,Tbio
Smoothened homolog,CHEMBL5971,Q99835,Tclin
Sn1-specific diacylglycerol lipase alpha,CHEMBL5545,Q9Y4D2,Tchem
Sn1-specific diacylglycerol lipase beta,CHEMBL5521,Q8NCG7,Tchem
Sodium channel protein type I alpha subunit,CHEMBL1845,P35498,Tclin
Sodium channel protein type II alpha subunit,CHEMBL4187,Q99250,Tclin
Sodium channel protein type III alpha subunit,CHEMBL5163,Q9NY46,Tclin
Sodium channel protein type IV alpha subunit,CHEMBL2072,P35499,Tclin
Sodium channel protein type IX alpha subunit,CHEMBL4296,Q15858,Tclin
Sodium channel protein type V alpha subunit,CHEMBL1980,Q14524,Tclin
Sodium channel protein type VIII alpha subunit,CHEMBL5202,Q9UQD0,Tclin
Sodium channel protein type X alpha subunit,CHEMBL5451,Q9Y5Y9,Tclin
Sodium-dependent neutral amino acid transporter B(0)AT2,CHEMBL3351189,Q9H2J7,Tchem
Sodium-dependent proline transporter,CHEMBL3317335,Q99884,Tchem
Sodium/glucose cotransporter 1,CHEMBL4979,P13866,Tchem
Sodium/glucose cotransporter 2,CHEMBL3884,P31639,Tclin
Sodium/hydrogen exchanger 1,CHEMBL2781,P19634,Tchem
Sodium/hydrogen exchanger 2,CHEMBL3133,Q9UBY0,Tbio
Sodium/nucleoside cotransporter 1,CHEMBL5551,O00337,Tbio
Sodium/nucleoside cotransporter 2,CHEMBL5780,O43868,Tchem
Sodium/potassium-transporting ATPase alpha-1 chain,CHEMBL1807,P05023,Tclin
"Sodium/potassium/calcium exchanger 6, mitochondrial",CHEMBL3763001,Q6J4K2,Tbio
Solute carrier family 12 member 5,CHEMBL1615384,Q9H2X9,Tchem
Solute carrier family 13 member 2,CHEMBL3712851,Q13183,Tbio
Solute carrier family 13 member 3,CHEMBL3712947,Q8WWT9,Tbio
Solute carrier family 13 member 5,CHEMBL3769293,Q86YT5,Tchem
Solute carrier family 15 member 2,CHEMBL1743125,Q16348,Tchem
"Solute carrier family 2, facilitated glucose transporter member 2",CHEMBL5873,P11168,Tchem
"Solute carrier family 2, facilitated glucose transporter member 3",CHEMBL5215,P11169,Tchem
Solute carrier family 22 member 1,CHEMBL5685,O15245,Tchem
Solute carrier family 22 member 11,CHEMBL2073677,Q9NSA0,Tclin
Solute carrier family 22 member 12,CHEMBL6120,Q96S37,Tclin
Solute carrier family 22 member 16,CHEMBL2073722,Q86VW1,Tbio
Solute carrier family 22 member 2,CHEMBL1743122,O15244,Tchem
Solute carrier family 22 member 3,CHEMBL2073673,O75751,Tchem
Solute carrier family 22 member 6,CHEMBL1641347,Q4U2R8,Tclin
Solute carrier family 22 member 8,CHEMBL1641348,Q8TCC7,Tclin
Solute carrier family 28 member 3,CHEMBL5707,Q9HAS3,Tchem
Solute carrier organic anion transporter family member 1A2,CHEMBL1743123,P46721,Tchem
Solute carrier organic anion transporter family member 1B1,CHEMBL1697668,Q9Y6L6,Tchem
Solute carrier organic anion transporter family member 1B3,CHEMBL1743121,Q9NPD5,Tchem
Solute carrier organic anion transporter family member 2A1,CHEMBL2073703,Q92959,Tchem
Solute carrier organic anion transporter family member 2B1,CHEMBL1743124,O94956,Tchem
Solute carrier organic anion transporter family member 4C1,CHEMBL2073690,Q6ZQN7,Tbio
Somatostatin receptor 1,CHEMBL1917,P30872,Tclin
Somatostatin receptor 2,CHEMBL1804,P30874,Tclin
Somatostatin receptor 3,CHEMBL2028,P32745,Tclin
Somatostatin receptor 4,CHEMBL1853,P31391,Tclin
Somatostatin receptor 5,CHEMBL1792,P35346,Tclin
Sonic hedgehog protein,CHEMBL5602,Q15465,Tchem
Spermidine/spermine N(1)-acetyltransferase 1,CHEMBL4286,P21673,Tbio
Sphingolipid delta(4)-desaturase DES1,CHEMBL2021749,O15121,Tchem
Sphingosine 1-phosphate receptor Edg-1,CHEMBL4333,P21453,Tclin
Sphingosine 1-phosphate receptor Edg-3,CHEMBL3892,Q99500,Tclin
Sphingosine 1-phosphate receptor Edg-5,CHEMBL2955,O95136,Tchem
Sphingosine 1-phosphate receptor Edg-6,CHEMBL3230,O95977,Tclin
Sphingosine 1-phosphate receptor Edg-8,CHEMBL2274,Q9H228,Tclin
Sphingosine kinase 1,CHEMBL4394,Q9NYA1,Tchem
Sphingosine kinase 2,CHEMBL3023,Q9NRA0,Tchem
Sphingosine-1-phosphate lyase 1,CHEMBL3286061,O95470,Tchem
Splicing factor 3B subunit 3,CHEMBL1250378,Q15393,Tchem
Squalene synthetase,CHEMBL3338,P37268,Tchem
Stearoyl-CoA desaturase 5,CHEMBL1275210,Q86SK9,Tchem
Stem cell growth factor receptor,CHEMBL1936,P10721,Tclin
Steroid 5-alpha-reductase 1,CHEMBL1787,P18405,Tclin
Steroid 5-alpha-reductase 2,CHEMBL1856,P31213,Tclin
Steroidogenic factor 1,CHEMBL4666,Q13285,Tchem
Sterol regulatory element-binding protein 2,CHEMBL1795166,Q12772,Tchem
Steryl-sulfatase,CHEMBL3559,P08842,Tchem
Subtilisin/kexin type 5,CHEMBL2826,Q92824,Tchem
Subtilisin/kexin type 6,CHEMBL2951,P29122,Tchem
Subtilisin/kexin type 7,CHEMBL2232,Q16549,Tchem
Succinate receptor 1,CHEMBL2150838,Q9BXA5,Tchem
Succinate semialdehyde dehydrogenase,CHEMBL1911,P51649,Tclin
Sucrase-isomaltase,CHEMBL2748,P14410,Tchem
Sulfonylurea receptor 1,CHEMBL2071,Q09428,Tclin
Sulfonylurea receptor 2,CHEMBL1971,O60706,Tclin
Sulfotransferase 1A1,CHEMBL1743291,P50225,Tbio
Superoxide dismutase,CHEMBL2354,P00441,Tbio
T-cell protein-tyrosine phosphatase,CHEMBL3807,P17706,Tchem
T-cell surface antigen CD4,CHEMBL2754,P01730,Tchem
TGF-beta receptor type I,CHEMBL4439,P36897,Tchem
TGF-beta receptor type II,CHEMBL4267,P37173,Tchem
TNF receptor-associated factor 6,CHEMBL3588728,Q9Y4K3,Tbio
TNF-alpha,CHEMBL1825,P01375,Tclin
TRAF2- and NCK-interacting kinase,CHEMBL4527,Q9UKE5,Tchem
Tachykinin-3,CHEMBL3707470,Q9UHF0,Tchem
Tankyrase-1,CHEMBL6164,O95271,Tchem
Tankyrase-2,CHEMBL6154,Q9H2K2,Tchem
Taste receptor type 2 member 31,CHEMBL2034804,P59538,Tchem
Telomerase reverse transcriptase,CHEMBL2916,O14746,Tchem
Terminal deoxynucleotidyltransferase,CHEMBL4810,P04053,Tchem
Testis-specific androgen-binding protein,CHEMBL3305,P04278,Tchem
Testis-specific serine/threonine-protein kinase 1,CHEMBL6003,Q9BXA7,Tchem
Testis-specific serine/threonine-protein kinase 2,CHEMBL6014,Q96PF2,Tchem
Testis-specific serine/threonine-protein kinase 3,CHEMBL3414416,Q96PN8,Tbio
Thiopurine S-methyltransferase,CHEMBL2500,P51580,Tchem
Thioredoxin,CHEMBL2010624,P10599,Tchem
"Thioredoxin, mitochondrial",CHEMBL2189153,Q99757,Tbio
Threonyl-tRNA synthetase,CHEMBL3391,P26639,Tchem
Thrombin,CHEMBL204,P00734,Tclin
Thrombopoietin receptor,CHEMBL1864,P40238,Tclin
Thromboxane A2 receptor,CHEMBL2069,P21731,Tclin
Thromboxane-A synthase,CHEMBL1835,P24557,Tchem
"Thymidine kinase, cytosolic",CHEMBL2883,P04183,Tchem
"Thymidine kinase, mitochondrial",CHEMBL4580,O00142,Tchem
Thymidine phosphorylase,CHEMBL3106,P19971,Tclin
Thymidylate kinase,CHEMBL4388,P23919,Tbio
Thymidylate synthase,CHEMBL1952,P04818,Tclin
Thyroid hormone receptor alpha,CHEMBL1860,P10827,Tclin
Thyroid hormone receptor beta-1,CHEMBL1947,P10828,Tclin
Thyroid peroxidase,CHEMBL1839,P07202,Tclin
Thyroid stimulating hormone receptor,CHEMBL1963,P16473,Tclin
Tissue-type plasminogen activator,CHEMBL1873,P00750,Tclin
Toll-like receptor 2,CHEMBL4163,O60603,Tchem
Toll-like receptor 4,CHEMBL5255,O00206,Tchem
Toll-like receptor 7,CHEMBL5936,Q9NYK1,Tclin
Toll-like receptor 8,CHEMBL5805,Q9NR97,Tchem
Toll-like receptor 9,CHEMBL5804,Q9NR96,Tclin
Trace amine-associated receptor 1,CHEMBL5857,Q96RJ0,Tclin
Trace amine-associated receptor 5,CHEMBL3714046,O14804,Tchem
Transcription activator BRG1,CHEMBL3085620,P51532,Tchem
Transcription factor ETV6,CHEMBL2401606,P41212,Tbio
Transcription factor HES-1,CHEMBL3734643,Q14469,Tbio
Transcription initiation factor IIA alpha and bTranscription initiation factor IIA alpha and beta chains,CHEMBL4832,P52655,Tchem
Transcription initiation factor TFIID subunit 1,CHEMBL3217390,P21675,Tchem
Transcription initiation factor TFIID subunit 1-like,CHEMBL3108641,Q8IZX4,Tchem
Transcription intermediary factor 1-alpha,CHEMBL3108638,O15164,Tchem
Transcriptional regulator ERG,CHEMBL1293191,P11308,Tchem
Transforming protein RhoA,CHEMBL6052,P61586,Tbio
Transforming protein p21/H-Ras-1,CHEMBL2167,P01112,Tchem
Transient receptor potential cation channel subfamily A member 1,CHEMBL6007,O75762,Tclin
Transient receptor potential cation channel subfamily M member 2,CHEMBL1250402,O94759,Tchem
Transient receptor potential cation channel subfamily M member 6,CHEMBL1628470,Q9BX84,Tchem
Transient receptor potential cation channel subfamily M member 8,CHEMBL1075319,Q7Z2W7,Tclin
Transient receptor potential cation channel subfamily V member 3,CHEMBL5522,Q8NET8,Tchem
Transient receptor potential cation channel subfamily V member 4,CHEMBL3119,Q9HBA0,Tchem
Transitional endoplasmic reticulum ATPase,CHEMBL1075145,P55072,Tchem
Transketolase,CHEMBL4983,P29401,Tchem
Translocator protein,CHEMBL5742,P30536,Tchem
Transmembrane domain-containing protein TMIGD3,CHEMBL3712907,P0DMS9,Tchem
Transmembrane protease serine 11D,CHEMBL1795138,O60235,Tchem
Transmembrane protease serine 4,CHEMBL2331048,Q9NRS4,Tbio
Transmembrane protease serine 6,CHEMBL1795139,Q8IU80,Tchem
Transthyretin,CHEMBL3194,P02766,Tclin
Tripeptidyl-peptidase 2,CHEMBL6156,P29144,Tchem
Trypsin I,CHEMBL209,P07477,Tclin
Trypsin III,CHEMBL4551,P35030,Tchem
Tryptase beta-1,CHEMBL2617,Q15661,Tclin
Tryptase gamma,CHEMBL4955,Q9NRR2,Tchem
"Tryptophan 2,3-dioxygenase",CHEMBL2140,P48775,Tchem
Tryptophan 5-hydroxylase 1,CHEMBL5689,P17752,Tclin
Tryptophan 5-hydroxylase 2,CHEMBL5433,Q8IWU9,Tchem
Tubulin beta-3 chain,CHEMBL2597,Q13509,Tclin
Tumor necrosis factor receptor R1,CHEMBL3378,P19438,Tchem
Tumor suppressor p53-binding protein 1,CHEMBL2424509,Q12888,Tbio
Type-1 angiotensin II receptor,CHEMBL227,P30556,Tclin
Tyrosinase,CHEMBL1973,P14679,Tclin
Tyrosine kinase non-receptor protein 2,CHEMBL4599,Q07912,Tchem
Tyrosine- and threonine-specific cdc2-inhibitory kinase,CHEMBL3984,Q99640,Tchem
Tyrosine-protein kinase ABL,CHEMBL1862,P00519,Tclin
Tyrosine-protein kinase ABL2,CHEMBL4014,P42684,Tchem
Tyrosine-protein kinase BLK,CHEMBL2250,P51451,Tchem
Tyrosine-protein kinase BMX,CHEMBL3834,P51813,Tchem
Tyrosine-protein kinase BRK,CHEMBL4601,Q13882,Tchem
Tyrosine-protein kinase BTK,CHEMBL5251,Q06187,Tclin
Tyrosine-protein kinase CSK,CHEMBL2634,P41240,Tchem
Tyrosine-protein kinase CTK,CHEMBL4175,P42679,Tbio
Tyrosine-protein kinase FER,CHEMBL3982,P16591,Tchem
Tyrosine-protein kinase FES,CHEMBL5455,P07332,Tchem
Tyrosine-protein kinase FGR,CHEMBL4454,P09769,Tchem
Tyrosine-protein kinase FRK,CHEMBL4223,P42685,Tchem
Tyrosine-protein kinase FYN,CHEMBL1841,P06241,Tclin
Tyrosine-protein kinase HCK,CHEMBL3234,P08631,Tclin
Tyrosine-protein kinase ITK/TSK,CHEMBL2959,Q08881,Tclin
Tyrosine-protein kinase JAK1,CHEMBL2835,P23458,Tclin
Tyrosine-protein kinase JAK2,CHEMBL2971,O60674,Tclin
Tyrosine-protein kinase JAK3,CHEMBL2148,P52333,Tclin
Tyrosine-protein kinase LCK,CHEMBL258,P06239,Tclin
Tyrosine-protein kinase Lyn,CHEMBL3905,P07948,Tclin
Tyrosine-protein kinase SRC,CHEMBL267,P12931,Tclin
Tyrosine-protein kinase SYK,CHEMBL2599,P43405,Tchem
Tyrosine-protein kinase Srms,CHEMBL5703,Q9H3Y6,Tchem
Tyrosine-protein kinase TEC,CHEMBL4246,P42680,Tchem
Tyrosine-protein kinase TIE-2,CHEMBL4128,Q02763,Tclin
Tyrosine-protein kinase TXK,CHEMBL4367,P42681,Tchem
Tyrosine-protein kinase TYK2,CHEMBL3553,P29597,Tclin
Tyrosine-protein kinase YES,CHEMBL2073,P07947,Tclin
Tyrosine-protein kinase ZAP-70,CHEMBL2803,P43403,Tchem
Tyrosine-protein kinase receptor FLT3,CHEMBL1974,P36888,Tclin
Tyrosine-protein kinase receptor RET,CHEMBL2041,P07949,Tclin
Tyrosine-protein kinase receptor TYRO3,CHEMBL5314,Q06418,Tchem
Tyrosine-protein kinase receptor Tie-1,CHEMBL5274,P35590,Tchem
Tyrosine-protein kinase receptor UFO,CHEMBL4895,P30530,Tchem
Tyrosine-protein phosphatase non-receptor type 14,CHEMBL3317332,Q15678,Tbio
Tyrosine-protein phosphatase non-receptor type 18,CHEMBL3351197,Q99952,Tbio
Tyrosine-protein phosphatase non-receptor type 3,CHEMBL2396509,P26045,Tbio
Tyrosine-protein phosphatase non-receptor type 5,CHEMBL2007628,P54829,Tchem
Tyrosine-protein phosphatase non-receptor type 9,CHEMBL6117,P43378,Tchem
Tyrosyl-DNA phosphodiesterase 1,CHEMBL1075138,Q9NUW8,Tchem
Tyrosyl-DNA phosphodiesterase 2,CHEMBL2169736,O95551,Tchem
UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit,CHEMBL5955,O15294,Tchem
UDP-glucose 4-epimerase,CHEMBL5843,Q14376,Tchem
UDP-glucuronosyltransferase 1-1,CHEMBL1287617,P22309,Tchem
UDP-glucuronosyltransferase 1-10,CHEMBL1743320,Q9HAW8,Tbio
UDP-glucuronosyltransferase 1-3,CHEMBL3542435,P35503,Tbio
UDP-glucuronosyltransferase 1-6,CHEMBL1743316,P19224,Tbio
UDP-glucuronosyltransferase 1-7,CHEMBL1743317,Q9HAW7,Tbio
UDP-glucuronosyltransferase 1-8,CHEMBL1743318,Q9HAW9,Tbio
UDP-glucuronosyltransferase 1-9,CHEMBL1743319,O60656,Tbio
UDP-glucuronosyltransferase 1A4,CHEMBL3619,P22310,Tbio
UDP-glucuronosyltransferase 2B17,CHEMBL4978,O75795,Tbio
UDP-glucuronosyltransferase 2B7,CHEMBL4370,P16662,Tchem
Ubiquitin carboxyl-terminal hydrolase 1,CHEMBL1795087,O94782,Tchem
Ubiquitin carboxyl-terminal hydrolase 10,CHEMBL3407323,Q14694,Tchem
Ubiquitin carboxyl-terminal hydrolase 13,CHEMBL3407324,Q92995,Tchem
Ubiquitin carboxyl-terminal hydrolase 14,CHEMBL1293295,P54578,Tchem
Ubiquitin carboxyl-terminal hydrolase 2,CHEMBL1293227,O75604,Tbio
Ubiquitin carboxyl-terminal hydrolase 21,CHEMBL2157852,Q9UK80,Tbio
Ubiquitin carboxyl-terminal hydrolase 4,CHEMBL2406900,Q13107,Tbio
Ubiquitin carboxyl-terminal hydrolase 5,CHEMBL6158,P45974,Tchem
Ubiquitin carboxyl-terminal hydrolase 7,CHEMBL2157850,Q93009,Tchem
Ubiquitin carboxyl-terminal hydrolase isozyme L1,CHEMBL6159,P09936,Tchem
Ubiquitin carboxyl-terminal hydrolase isozyme L3,CHEMBL6195,P15374,Tchem
Ubiquitin carboxyl-terminal hydrolase isozyme L5,CHEMBL3407316,Q9Y5K5,Tbio
Ubiquitin-like domain-containing CTD phosphatase 1,CHEMBL3317333,Q8WVY7,Tchem
Ubiquitin-like modifier-activating enzyme 6,CHEMBL2321622,A0AVT1,Tchem
Ubiquitin-like modifier-activating enzyme 7,CHEMBL2321623,P41226,Tbio
Ubiquitin-like modifier-activating enzyme ATG7,CHEMBL2321621,O95352,Tbio
Ubl carboxyl-terminal hydrolase 18,CHEMBL3407317,Q9UMW8,Tbio
Uncharacterized aarF domain-containing protein kinase 4,CHEMBL5753,Q96D53,Tchem
Uracil nucleotide/cysteinyl leukotriene receptor,CHEMBL1075162,Q13304,Tchem
Uracil-DNA glycosylase,CHEMBL3277,P13051,Tbio
Urea transporter 1,CHEMBL2390814,Q13336,Tchem
Uridine 5'-monophosphate synthase,CHEMBL5216,P11172,Tclin
Uridine phosphorylase 1,CHEMBL4811,Q16831,Tchem
Urokinase plasminogen activator surface receptor,CHEMBL4883,Q03405,Tchem
Urokinase-type plasminogen activator,CHEMBL3286,P00749,Tchem
Urotensin II receptor,CHEMBL3764,Q9UKP6,Tchem
"V-type proton ATPase subunit B, brain isoform",CHEMBL5641,P21281,Tchem
Vanilloid receptor,CHEMBL4794,Q8NER1,Tclin
Vascular endothelial growth factor A,CHEMBL1783,P15692,Tclin
Vascular endothelial growth factor receptor 1,CHEMBL1868,P17948,Tclin
Vascular endothelial growth factor receptor 2,CHEMBL279,P35968,Tclin
Vascular endothelial growth factor receptor 3,CHEMBL1955,P35916,Tclin
Vasoactive intestinal polypeptide receptor 1,CHEMBL5144,P32241,Tchem
Vasoactive intestinal polypeptide receptor 2,CHEMBL4532,P41587,Tchem
Vasopressin V1a receptor,CHEMBL1889,P37288,Tclin
Vasopressin V1b receptor,CHEMBL1921,P47901,Tclin
Vasopressin V2 receptor,CHEMBL1790,P30518,Tclin
Vesicular acetylcholine transporter,CHEMBL4767,Q16572,Tchem
Vitamin D receptor,CHEMBL1977,P11473,Tclin
Vitamin D-binding protein,CHEMBL2259,P02774,Tchem
Vitamin K-dependent protein C,CHEMBL4444,P04070,Tchem
Vitronectin receptor alpha,CHEMBL3660,P06756,Tchem
Voltage-dependent anion-selective channel protein 2,CHEMBL6190,P45880,Tchem
Voltage-gated L-type calcium channel alpha-1C subunit,CHEMBL1940,Q13936,Tclin
Voltage-gated L-type calcium channel alpha-1D subunit,CHEMBL4138,Q01668,Tclin
Voltage-gated N-type calcium channel alpha-1B subunit,CHEMBL4478,Q00975,Tclin
Voltage-gated T-type calcium channel alpha-1G subunit,CHEMBL4641,O43497,Tclin
Voltage-gated T-type calcium channel alpha-1H subunit,CHEMBL1859,O95180,Tclin
Voltage-gated T-type calcium channel alpha-1I subunit,CHEMBL5558,Q9P0X4,Tclin
Voltage-gated calcium channel alpha2/delta subunit 1,CHEMBL1919,P54289,Tclin
Voltage-gated potassium channel beta subunit Mink,CHEMBL4872,P15382,Tbio
Voltage-gated potassium channel subunit Kv1.3,CHEMBL4633,P22001,Tclin
Voltage-gated potassium channel subunit Kv1.5,CHEMBL4306,P22460,Tclin
Voltage-gated potassium channel subunit Kv4.3,CHEMBL1964,Q9UK17,Tclin
Voltage-gated potassium channel subunit Kv7.1,CHEMBL1866,P51787,Tclin
Voltage-gated potassium channel subunit Kv7.2,CHEMBL2476,O43526,Tclin
Voltage-gated potassium channel subunit Kv7.3,CHEMBL2684,O43525,Tclin
Voltage-gated potassium channel subunit Kv7.4,CHEMBL3576,P56696,Tclin
Voltage-gated potassium channel subunit Kv7.5,CHEMBL2925,Q9NR82,Tclin
Von Hippel-Lindau disease tumor suppressor,CHEMBL3108660,P40337,Tchem
WD repeat-containing protein 5,CHEMBL1075317,P61964,Tchem
Wee1-like protein kinase 2,CHEMBL5095,P0C1S8,Tbio
Werner syndrome ATP-dependent helicase,CHEMBL2146312,Q14191,Tbio
X-box-binding protein 1,CHEMBL1741176,P17861,Tchem
Xanthine dehydrogenase,CHEMBL1929,P47989,Tclin
Zinc finger protein GLI1,CHEMBL5461,P08151,Tchem
Zinc finger protein GLI2,CHEMBL5119,P10070,Tchem
c-Jun N-terminal kinase 1,CHEMBL2276,P45983,Tchem
c-Jun N-terminal kinase 2,CHEMBL4179,P45984,Tchem
c-Jun N-terminal kinase 3,CHEMBL2637,P53779,Tchem
cAMP-dependent protein kinase alpha-catalytic subunit,CHEMBL4101,P17612,Tchem
cAMP-dependent protein kinase beta-1 catalytic subunit,CHEMBL2918,P22694,Tchem
cGMP-dependent protein kinase 1 beta,CHEMBL4273,Q13976,Tchem
cGMP-dependent protein kinase 2,CHEMBL2896,Q13237,Tchem
dCTP pyrophosphatase 1,CHEMBL3769292,Q9H773,Tchem
dUTP pyrophosphatase,CHEMBL5203,P33316,Tchem
myosin light chain kinase 2,CHEMBL2777,Q9H1R3,Tchem
p53-binding protein Mdm-2,CHEMBL5023,Q00987,Tchem
